Gasto,Ingreso,Nivel de Riesgo
1871,3190,Crítico
2310,1266,Crítico
2301,2108,Crítico
1614,2670,Crítico
1709,3135,Crítico
1686,3687,Alerta
408,1290,Aceptable
1278,1953,Crítico
1871,4248,Alerta
1320,4026,Aceptable
1717,4979,Aceptable
1808,3773,Alerta
2098,1378,Crítico
2256,2836,Crítico
1631,4438,Alerta
1610,3981,Alerta
985,1080,Crítico
1309,3308,Alerta
2424,1560,Crítico
2094,1422,Crítico
470,3184,Aceptable
640,2609,Aceptable
1544,4681,Aceptable
2242,1645,Crítico
997,1989,Crítico
898,1755,Crítico
1659,4962,Aceptable
523,3700,Aceptable
1449,1315,Crítico
1665,2813,Crítico
1050,2712,Alerta
1552,1928,Crítico
838,4468,Aceptable
1165,4455,Aceptable
1883,2663,Crítico
965,4600,Aceptable
749,4565,Aceptable
103,1992,Aceptable
619,1784,Aceptable
2101,3581,Crítico
340,1263,Aceptable
108,2374,Aceptable
1159,3828,Aceptable
1157,3947,Aceptable
1114,2497,Alerta
495,1532,Aceptable
198,3596,Aceptable
711,1347,Crítico
2475,2670,Crítico
2132,2349,Crítico
356,4642,Aceptable
1569,3882,Alerta
1077,1258,Crítico
1541,1020,Crítico
1094,4194,Aceptable
1291,2122,Crítico
1879,3576,Crítico
2097,3030,Crítico
953,3506,Aceptable
1767,4263,Alerta
416,2478,Aceptable
305,2124,Aceptable
2446,3704,Crítico
280,3465,Aceptable
1935,1507,Crítico
2184,3932,Crítico
505,2752,Aceptable
2012,3208,Crítico
740,1125,Crítico
21,3329,Aceptable
2196,4876,Alerta
1814,2593,Crítico
1066,2401,Alerta
1298,1063,Crítico
366,1867,Aceptable
1841,4754,Alerta
755,4543,Aceptable
160,1138,Aceptable
2255,4833,Alerta
1208,1282,Crítico
1294,1625,Crítico
2495,1362,Crítico
2411,2969,Crítico
1204,2779,Alerta
1950,1373,Crítico
873,2765,Aceptable
121,2355,Aceptable
105,3932,Aceptable
219,3604,Aceptable
1719,4219,Alerta
652,1643,Alerta
1667,4513,Alerta
261,3740,Aceptable
1413,3957,Alerta
381,2772,Aceptable
1644,3656,Alerta
1183,2856,Alerta
2395,3920,Crítico
704,4628,Aceptable
1334,1276,Crítico
1180,4625,Aceptable
1546,4221,Alerta
678,1979,Aceptable
2188,1092,Crítico
852,1977,Alerta
224,2788,Aceptable
2070,1086,Crítico
1094,4949,Aceptable
293,2832,Aceptable
1884,4047,Alerta
1869,1729,Crítico
1494,4578,Aceptable
2179,3776,Crítico
507,4018,Aceptable
2189,2089,Crítico
561,1862,Aceptable
175,1749,Aceptable
436,4842,Aceptable
126,2158,Aceptable
1131,4316,Aceptable
2188,4649,Alerta
1454,2176,Crítico
1085,1457,Crítico
1672,2955,Crítico
1810,4349,Alerta
639,4083,Aceptable
2225,4398,Crítico
920,2700,Aceptable
714,4852,Aceptable
1245,4733,Aceptable
1771,3975,Alerta
2404,3574,Crítico
409,1660,Aceptable
1250,2262,Crítico
555,3758,Aceptable
1577,3390,Alerta
1558,2845,Crítico
1543,2316,Crítico
227,3832,Aceptable
713,1523,Alerta
607,2397,Aceptable
1772,4879,Alerta
983,1310,Crítico
283,3562,Aceptable
477,4882,Aceptable
2114,2795,Crítico
2279,1828,Crítico
1284,2484,Crítico
302,3352,Aceptable
147,2903,Aceptable
1013,2231,Alerta
2109,3331,Crítico
1268,3488,Alerta
1360,1386,Crítico
544,2591,Aceptable
949,2514,Alerta
540,2165,Aceptable
1833,4556,Alerta
1876,1394,Crítico
1370,1957,Crítico
1402,4370,Aceptable
772,1830,Alerta
611,4087,Aceptable
2030,2679,Crítico
332,2078,Aceptable
2075,4433,Alerta
1679,4233,Alerta
1459,2783,Crítico
1724,3822,Alerta
405,3332,Aceptable
1797,4179,Alerta
2403,4961,Alerta
1303,1103,Crítico
692,2454,Aceptable
1544,4930,Aceptable
891,1413,Crítico
1780,2175,Crítico
1414,1198,Crítico
1668,2139,Crítico
37,2949,Aceptable
1057,1086,Crítico
1159,3776,Aceptable
383,4976,Aceptable
1199,3119,Alerta
1278,1870,Crítico
289,2633,Aceptable
1662,1441,Crítico
1147,4017,Aceptable
1880,3222,Crítico
144,4865,Aceptable
173,1532,Aceptable
2127,1965,Crítico
1202,2346,Crítico
562,2870,Aceptable
2499,2915,Crítico
2173,3520,Crítico
2109,2875,Crítico
379,2329,Aceptable
2497,2789,Crítico
2138,3903,Crítico
2497,2735,Crítico
959,3133,Aceptable
2248,1837,Crítico
399,1680,Aceptable
1774,2599,Crítico
1498,3255,Alerta
2450,2260,Crítico
867,2973,Aceptable
1574,1384,Crítico
1547,3434,Alerta
1670,1774,Crítico
1477,4813,Aceptable
1291,3264,Alerta
2287,2710,Crítico
1849,3206,Crítico
458,1472,Aceptable
1220,4338,Aceptable
666,4770,Aceptable
60,1208,Aceptable
930,2391,Alerta
1487,3356,Alerta
1400,4657,Aceptable
2013,1473,Crítico
1771,1628,Crítico
810,4852,Aceptable
148,3511,Aceptable
1470,1949,Crítico
1008,4511,Aceptable
1729,3393,Crítico
2038,2986,Crítico
1973,1309,Crítico
1387,4375,Aceptable
804,4800,Aceptable
2017,4825,Alerta
1164,1536,Crítico
2064,4732,Alerta
1061,4970,Aceptable
2247,4970,Alerta
187,1881,Aceptable
1407,3918,Alerta
866,1809,Alerta
105,2560,Aceptable
668,3161,Aceptable
2205,3383,Crítico
1091,3047,Alerta
1336,1897,Crítico
302,4960,Aceptable
337,2527,Aceptable
1565,1873,Crítico
516,1758,Aceptable
929,2317,Alerta
415,2927,Aceptable
1127,3255,Aceptable
27,4256,Aceptable
2473,3829,Crítico
438,3232,Aceptable
2136,3881,Crítico
774,4075,Aceptable
972,1387,Crítico
1146,2248,Crítico
462,2363,Aceptable
2095,2170,Crítico
1959,2252,Crítico
1429,4791,Aceptable
245,3002,Aceptable
323,2776,Aceptable
1501,4332,Aceptable
430,2464,Aceptable
772,3452,Aceptable
808,3792,Aceptable
1038,3958,Aceptable
1977,1949,Crítico
1248,2008,Crítico
672,1065,Crítico
334,1101,Aceptable
547,2288,Aceptable
1229,3076,Alerta
2191,4658,Alerta
717,2230,Aceptable
101,1353,Aceptable
727,4529,Aceptable
1432,2145,Crítico
328,2554,Aceptable
557,3953,Aceptable
2435,2053,Crítico
1856,3398,Crítico
2031,4211,Alerta
663,1472,Alerta
2050,4382,Alerta
2491,3732,Crítico
391,3982,Aceptable
1663,4892,Aceptable
2143,1949,Crítico
1471,4035,Alerta
1840,1462,Crítico
231,2563,Aceptable
1289,4556,Aceptable
109,3278,Aceptable
1671,3088,Crítico
1477,4399,Aceptable
883,2439,Alerta
1092,1157,Crítico
1054,4339,Aceptable
324,1911,Aceptable
2370,1838,Crítico
167,4241,Aceptable
1093,2201,Alerta
1379,3376,Alerta
997,1917,Crítico
2188,1232,Crítico
2309,3495,Crítico
2103,4698,Alerta
54,1645,Aceptable
1815,3892,Alerta
2286,1388,Crítico
692,2513,Aceptable
854,4791,Aceptable
1533,4901,Aceptable
493,3655,Aceptable
863,3359,Aceptable
546,3904,Aceptable
255,4342,Aceptable
2138,4299,Alerta
2402,4102,Crítico
105,1001,Aceptable
1803,2624,Crítico
1206,2027,Crítico
2001,2780,Crítico
1235,3595,Aceptable
1962,1460,Crítico
938,3354,Aceptable
636,3466,Aceptable
424,3119,Aceptable
2406,2188,Crítico
1858,3113,Crítico
1799,4328,Alerta
1407,4117,Aceptable
622,2810,Aceptable
1388,1202,Crítico
988,4300,Aceptable
846,4432,Aceptable
2444,3882,Crítico
2368,2753,Crítico
2195,2179,Crítico
1943,2838,Crítico
313,2949,Aceptable
2454,3598,Crítico
138,3916,Aceptable
2258,2068,Crítico
2150,3697,Crítico
384,1612,Aceptable
2263,3871,Crítico
1091,3015,Alerta
1449,3561,Alerta
1107,1148,Crítico
1610,2474,Crítico
653,4479,Aceptable
2106,1631,Crítico
1192,3281,Alerta
912,1862,Alerta
859,2058,Alerta
1055,4863,Aceptable
639,1725,Alerta
2345,4566,Crítico
1877,1295,Crítico
144,3481,Aceptable
2030,1186,Crítico
1933,2254,Crítico
2010,3823,Crítico
1644,3245,Crítico
794,2764,Aceptable
1027,1969,Crítico
125,2859,Aceptable
2384,4467,Crítico
727,4365,Aceptable
2308,3949,Crítico
2028,3083,Crítico
2103,1382,Crítico
999,3025,Aceptable
353,4018,Aceptable
2406,4654,Crítico
2128,3220,Crítico
2499,2114,Crítico
1684,1790,Crítico
1528,3426,Alerta
638,2852,Aceptable
1164,4621,Aceptable
843,3664,Aceptable
2397,2450,Crítico
87,1388,Aceptable
372,3700,Aceptable
992,1113,Crítico
2186,2972,Crítico
404,2272,Aceptable
1094,3346,Aceptable
977,3432,Aceptable
50,3216,Aceptable
1338,4249,Aceptable
1906,4784,Alerta
1182,3444,Aceptable
190,3817,Aceptable
44,4311,Aceptable
1830,3514,Crítico
1016,1149,Crítico
207,3219,Aceptable
1803,1367,Crítico
2033,1289,Crítico
1523,1592,Crítico
1042,3174,Aceptable
485,2511,Aceptable
906,2375,Alerta
1803,4582,Alerta
1963,1917,Crítico
2199,3365,Crítico
1517,1600,Crítico
1109,4844,Aceptable
1037,2956,Alerta
425,4932,Aceptable
1675,2240,Crítico
1414,3051,Alerta
1002,1110,Crítico
1000,3637,Aceptable
1197,3529,Aceptable
1221,4254,Aceptable
1185,2444,Alerta
1091,1479,Crítico
2160,3541,Crítico
626,1553,Alerta
399,1655,Aceptable
308,2654,Aceptable
1114,3442,Aceptable
638,1635,Alerta
1447,4659,Aceptable
50,3855,Aceptable
1623,3514,Alerta
1673,3779,Alerta
1382,2780,Alerta
1232,4174,Aceptable
2274,3912,Crítico
323,4061,Aceptable
1694,2360,Crítico
1972,4325,Alerta
641,1115,Crítico
457,3096,Aceptable
2218,3004,Crítico
1917,4915,Alerta
1195,1271,Crítico
1268,2358,Crítico
2450,4169,Crítico
26,2183,Aceptable
1481,2576,Crítico
543,4430,Aceptable
1354,1210,Crítico
260,4465,Aceptable
458,3791,Aceptable
1090,2378,Alerta
724,2802,Aceptable
1783,1436,Crítico
989,1514,Crítico
376,4383,Aceptable
2360,2054,Crítico
1584,2796,Crítico
1357,4440,Aceptable
1052,1760,Crítico
1805,1935,Crítico
1426,3295,Alerta
179,2622,Aceptable
1066,2960,Alerta
1487,1612,Crítico
1387,1104,Crítico
1150,4875,Aceptable
2123,3386,Crítico
1250,1763,Crítico
2353,1300,Crítico
329,4744,Aceptable
641,1512,Alerta
2001,3808,Crítico
1373,3771,Alerta
2033,4634,Alerta
652,2989,Aceptable
1623,3029,Crítico
1623,2953,Crítico
2151,3477,Crítico
1911,1524,Crítico
312,1227,Aceptable
1813,2982,Crítico
1947,3127,Crítico
750,1567,Alerta
1272,4885,Aceptable
1303,3072,Alerta
1605,3755,Alerta
445,3653,Aceptable
1481,2684,Crítico
1994,4943,Alerta
1886,4318,Alerta
2464,3006,Crítico
2187,2620,Crítico
2046,1546,Crítico
285,3959,Aceptable
1894,1355,Crítico
1474,3662,Alerta
773,3151,Aceptable
1072,1220,Crítico
1975,2738,Crítico
1214,1824,Crítico
53,3257,Aceptable
1867,1659,Crítico
342,4436,Aceptable
497,1510,Aceptable
667,1461,Alerta
1462,2151,Crítico
742,2161,Aceptable
513,4190,Aceptable
2347,2597,Crítico
1235,1742,Crítico
1480,3265,Alerta
341,1127,Aceptable
1914,1605,Crítico
1985,4216,Alerta
6,3413,Aceptable
1356,1695,Crítico
990,1816,Crítico
103,3346,Aceptable
2063,4883,Alerta
1699,2622,Crítico
1925,2596,Crítico
1376,3319,Alerta
632,1037,Crítico
1026,1769,Crítico
874,1600,Crítico
749,4906,Aceptable
13,1037,Aceptable
131,2391,Aceptable
663,4006,Aceptable
242,2246,Aceptable
243,1453,Aceptable
840,4026,Aceptable
1757,4474,Alerta
1100,3461,Aceptable
1130,4114,Aceptable
2279,3293,Crítico
232,1455,Aceptable
1944,2762,Crítico
1306,3318,Alerta
664,4428,Aceptable
1642,1916,Crítico
950,2504,Alerta
2276,1992,Crítico
1719,4596,Alerta
122,3423,Aceptable
715,1711,Alerta
987,1399,Crítico
1446,1705,Crítico
26,3134,Aceptable
1974,4029,Alerta
832,2634,Aceptable
1200,3928,Aceptable
2190,4918,Alerta
648,2002,Aceptable
1665,4231,Alerta
1171,4739,Aceptable
1177,4851,Aceptable
1365,2799,Alerta
1752,1506,Crítico
1747,4757,Alerta
1304,2348,Crítico
1739,2002,Crítico
1212,2845,Alerta
1457,4883,Aceptable
1500,3810,Alerta
710,3771,Aceptable
2011,4828,Alerta
1472,3809,Alerta
2424,2490,Crítico
1864,2072,Crítico
2374,4691,Crítico
1586,2641,Crítico
1262,4830,Aceptable
876,2699,Aceptable
678,1751,Alerta
997,2483,Alerta
650,2008,Aceptable
475,4199,Aceptable
1207,3163,Alerta
1809,1524,Crítico
1364,1545,Crítico
1206,3061,Alerta
996,4824,Aceptable
2461,4249,Crítico
807,1037,Crítico
2452,1330,Crítico
188,3207,Aceptable
1416,1554,Crítico
568,1012,Crítico
1788,1466,Crítico
1203,2353,Crítico
276,4231,Aceptable
2262,2024,Crítico
2202,2010,Crítico
976,4811,Aceptable
1209,1723,Crítico
1264,4726,Aceptable
2247,1106,Crítico
2146,1754,Crítico
2454,3191,Crítico
65,1306,Aceptable
2323,3043,Crítico
2125,4832,Alerta
2125,4303,Alerta
851,3191,Aceptable
2263,4130,Crítico
647,1638,Alerta
1264,4017,Aceptable
1832,4107,Alerta
185,1445,Aceptable
1550,3458,Alerta
982,1195,Crítico
413,3550,Aceptable
104,3507,Aceptable
1727,1337,Crítico
1278,4695,Aceptable
1239,2218,Crítico
1770,1075,Crítico
2479,2153,Crítico
1272,2537,Crítico
1276,2003,Crítico
251,2914,Aceptable
1213,3213,Alerta
2312,3423,Crítico
989,2293,Alerta
568,4641,Aceptable
609,2134,Aceptable
1362,1819,Crítico
1751,1114,Crítico
102,4610,Aceptable
2047,4059,Crítico
1498,3026,Alerta
1982,4690,Alerta
51,1703,Aceptable
1398,3497,Alerta
2437,4936,Alerta
1778,4245,Alerta
2259,2225,Crítico
263,3911,Aceptable
974,4756,Aceptable
1158,4977,Aceptable
1275,2942,Alerta
2465,1442,Crítico
451,3077,Aceptable
2006,3231,Crítico
875,1328,Crítico
1429,3136,Alerta
652,1167,Crítico
600,1019,Crítico
2029,4062,Alerta
535,2326,Aceptable
719,2731,Aceptable
560,4885,Aceptable
2037,2914,Crítico
928,3159,Aceptable
1029,2069,Alerta
2380,1481,Crítico
1300,3578,Alerta
1173,3793,Aceptable
1281,1330,Crítico
7,2522,Aceptable
2306,2675,Crítico
935,3421,Aceptable
2094,1121,Crítico
1904,4833,Alerta
663,3830,Aceptable
2368,3291,Crítico
1123,1289,Crítico
1072,4486,Aceptable
868,3112,Aceptable
922,2301,Alerta
2381,4492,Crítico
2248,1558,Crítico
1253,4985,Aceptable
1521,3955,Alerta
619,1864,Aceptable
999,2331,Alerta
1664,2821,Crítico
1145,3150,Alerta
1300,3569,Alerta
146,2460,Aceptable
1049,4240,Aceptable
631,3750,Aceptable
2318,4177,Crítico
318,4057,Aceptable
2278,2149,Crítico
2032,4400,Alerta
1319,4479,Aceptable
1005,3308,Aceptable
2011,3838,Crítico
781,4573,Aceptable
1604,2020,Crítico
1973,4233,Alerta
1291,1070,Crítico
1682,3815,Alerta
1903,2093,Crítico
1745,1311,Crítico
419,2041,Aceptable
2211,1901,Crítico
335,1480,Aceptable
1941,2141,Crítico
2160,4035,Crítico
848,1750,Alerta
2396,2735,Crítico
2103,2790,Crítico
584,4236,Aceptable
2286,2213,Crítico
380,2065,Aceptable
45,3255,Aceptable
2394,2654,Crítico
332,4838,Aceptable
2165,2669,Crítico
452,2626,Aceptable
2437,1999,Crítico
1976,3749,Crítico
2314,3965,Crítico
206,1905,Aceptable
1853,1845,Crítico
694,3303,Aceptable
294,4359,Aceptable
1974,1380,Crítico
221,3832,Aceptable
1966,1411,Crítico
1290,3808,Aceptable
1574,1073,Crítico
2293,1043,Crítico
1116,1803,Crítico
742,4136,Aceptable
288,3660,Aceptable
1861,1089,Crítico
707,3516,Aceptable
246,4929,Aceptable
2464,2131,Crítico
331,2736,Aceptable
373,3017,Aceptable
943,1659,Crítico
1818,4508,Alerta
765,4831,Aceptable
1342,1914,Crítico
1425,3313,Alerta
2464,2941,Crítico
2495,3245,Crítico
1438,2067,Crítico
441,1387,Aceptable
1317,4314,Aceptable
1315,1252,Crítico
1461,1066,Crítico
10,1987,Aceptable
1544,2984,Crítico
507,1370,Alerta
137,2767,Aceptable
123,1612,Aceptable
2340,4140,Crítico
1584,3029,Crítico
1348,3865,Aceptable
937,2075,Alerta
877,1709,Crítico
2364,2972,Crítico
172,1772,Aceptable
731,4707,Aceptable
1898,3524,Crítico
1649,1562,Crítico
868,4078,Aceptable
2351,2468,Crítico
837,2273,Alerta
1946,2688,Crítico
745,3984,Aceptable
1147,1582,Crítico
896,2409,Alerta
113,3581,Aceptable
190,3275,Aceptable
1187,3118,Alerta
1405,2597,Crítico
1910,4825,Alerta
1445,4749,Aceptable
688,1106,Crítico
136,3485,Aceptable
2034,3022,Crítico
1735,1495,Crítico
213,4568,Aceptable
1601,2177,Crítico
240,1776,Aceptable
35,2389,Aceptable
1497,2535,Crítico
885,3579,Aceptable
1284,3013,Alerta
1786,4261,Alerta
655,1298,Crítico
1274,4080,Aceptable
583,1326,Alerta
1083,1561,Crítico
87,1489,Aceptable
1253,2616,Alerta
1918,2259,Crítico
950,2088,Alerta
1159,3617,Aceptable
1593,2420,Crítico
2316,3541,Crítico
408,1663,Aceptable
1806,1786,Crítico
1659,1462,Crítico
681,1776,Alerta
57,2160,Aceptable
146,3077,Aceptable
1122,2294,Alerta
1696,3994,Alerta
2283,2783,Crítico
744,4363,Aceptable
448,3240,Aceptable
106,4858,Aceptable
1286,3629,Alerta
1735,1832,Crítico
2400,4204,Crítico
2439,3096,Crítico
1080,3232,Aceptable
456,2351,Aceptable
2453,4920,Alerta
1291,2265,Crítico
1991,3536,Crítico
771,3275,Aceptable
1184,1145,Crítico
674,2667,Aceptable
1388,1117,Crítico
1516,3032,Alerta
2233,4339,Crítico
1115,3667,Aceptable
1306,4884,Aceptable
689,3923,Aceptable
1094,3645,Aceptable
492,4571,Aceptable
1508,1587,Crítico
1185,4756,Aceptable
192,4894,Aceptable
37,1611,Aceptable
1390,1904,Crítico
510,1199,Alerta
1589,3168,Crítico
607,2034,Aceptable
188,4833,Aceptable
780,1396,Crítico
1228,3588,Aceptable
2081,2650,Crítico
591,2742,Aceptable
1906,1706,Crítico
1469,3767,Alerta
166,2806,Aceptable
2221,3338,Crítico
1016,2985,Aceptable
2350,1537,Crítico
1448,2878,Crítico
516,4302,Aceptable
265,2507,Aceptable
2440,3383,Crítico
2098,1733,Crítico
834,1914,Alerta
1252,1063,Crítico
1289,4066,Aceptable
593,2119,Aceptable
1571,3334,Alerta
262,2047,Aceptable
1030,1306,Crítico
2030,2469,Crítico
453,3631,Aceptable
657,2270,Aceptable
1293,3672,Alerta
466,1310,Alerta
1838,1280,Crítico
2033,1664,Crítico
523,3062,Aceptable
1929,2207,Crítico
2,2582,Aceptable
986,1324,Crítico
2375,1916,Crítico
791,3274,Aceptable
1771,2605,Crítico
1934,4750,Alerta
2165,2437,Crítico
823,1523,Crítico
509,3723,Aceptable
2178,3827,Crítico
39,1278,Aceptable
505,3032,Aceptable
1012,4121,Aceptable
1963,1169,Crítico
1152,1044,Crítico
989,4830,Aceptable
1769,3549,Alerta
597,4919,Aceptable
699,4361,Aceptable
744,1118,Crítico
1279,1639,Crítico
1810,1465,Crítico
2333,2194,Crítico
2313,2417,Crítico
155,3288,Aceptable
1944,1049,Crítico
1505,3110,Alerta
175,2598,Aceptable
159,2719,Aceptable
1177,2495,Alerta
1446,2248,Crítico
570,3778,Aceptable
2129,4395,Alerta
884,2760,Aceptable
277,4391,Aceptable
2223,4269,Crítico
1418,4904,Aceptable
1794,2293,Crítico
891,4045,Aceptable
1575,2730,Crítico
488,4905,Aceptable
2422,1198,Crítico
1431,4025,Alerta
1655,1423,Crítico
1594,3223,Alerta
692,4099,Aceptable
2088,4497,Alerta
1452,2122,Crítico
1419,3184,Alerta
1324,2509,Crítico
1500,3292,Alerta
616,2880,Aceptable
1734,3263,Crítico
830,3326,Aceptable
908,4500,Aceptable
938,3952,Aceptable
1223,2416,Crítico
1339,3884,Aceptable
1142,1202,Crítico
2152,2544,Crítico
1981,2946,Crítico
883,1659,Crítico
1623,1648,Crítico
491,2408,Aceptable
1979,4962,Alerta
576,4647,Aceptable
482,4397,Aceptable
1878,2786,Crítico
863,3400,Aceptable
2214,3717,Crítico
1671,1603,Crítico
1756,1176,Crítico
1143,2004,Crítico
1893,2222,Crítico
626,4862,Aceptable
10,1876,Aceptable
2121,4865,Alerta
1597,4567,Aceptable
1695,4817,Alerta
496,2466,Aceptable
2108,1339,Crítico
1066,1718,Crítico
674,2415,Aceptable
2176,3142,Crítico
629,1128,Crítico
1243,4613,Aceptable
2258,4724,Alerta
2201,4921,Alerta
2419,4760,Crítico
658,4356,Aceptable
1648,4151,Alerta
1412,3433,Alerta
1200,2065,Crítico
1550,2949,Crítico
85,3079,Aceptable
1852,3440,Crítico
784,2658,Aceptable
1325,1791,Crítico
1547,2042,Crítico
1885,3702,Crítico
139,3655,Aceptable
204,4877,Aceptable
1076,1979,Crítico
1338,1091,Crítico
76,2771,Aceptable
1301,4578,Aceptable
1635,2694,Crítico
2486,2495,Crítico
755,1423,Crítico
861,3626,Aceptable
2386,2466,Crítico
1192,1058,Crítico
2087,1662,Crítico
871,2781,Aceptable
74,3185,Aceptable
905,4285,Aceptable
1676,4085,Alerta
592,1722,Aceptable
1187,4476,Aceptable
263,2591,Aceptable
1556,2109,Crítico
1819,2230,Crítico
2091,3436,Crítico
1266,2598,Alerta
1637,2811,Crítico
259,4156,Aceptable
1717,1555,Crítico
289,1649,Aceptable
2347,2032,Crítico
1117,1686,Crítico
319,1179,Aceptable
1481,2099,Crítico
1475,1491,Crítico
975,4437,Aceptable
883,1321,Crítico
2419,1574,Crítico
2051,2153,Crítico
1057,3306,Aceptable
507,1586,Aceptable
1623,1846,Crítico
1495,1151,Crítico
2400,3040,Crítico
602,1922,Aceptable
2198,1747,Crítico
684,1209,Crítico
1830,3631,Crítico
16,2938,Aceptable
560,1193,Alerta
1446,1003,Crítico
821,1470,Crítico
978,2908,Aceptable
805,1792,Alerta
703,4238,Aceptable
761,2682,Aceptable
1218,1419,Crítico
1214,2967,Alerta
1840,3671,Crítico
2419,1451,Crítico
36,4961,Aceptable
918,3892,Aceptable
80,2987,Aceptable
776,1396,Crítico
1403,1300,Crítico
2242,2994,Crítico
2196,4560,Alerta
723,4035,Aceptable
274,3298,Aceptable
1945,1814,Crítico
340,4059,Aceptable
349,1794,Aceptable
2057,4951,Alerta
2028,4941,Alerta
2082,3309,Crítico
2463,3370,Crítico
2487,4383,Crítico
945,2356,Alerta
193,1794,Aceptable
1832,4658,Alerta
1590,4492,Alerta
2363,3680,Crítico
2186,3529,Crítico
1139,2042,Crítico
650,2016,Aceptable
1637,3043,Crítico
406,1240,Aceptable
316,1610,Aceptable
491,1800,Aceptable
1603,4165,Alerta
2232,3841,Crítico
2182,4162,Crítico
651,1743,Alerta
1505,2869,Crítico
1153,2995,Alerta
835,1896,Alerta
1131,4715,Aceptable
663,1751,Alerta
2089,1239,Crítico
669,2587,Aceptable
2014,4286,Alerta
1099,3908,Aceptable
1939,2897,Crítico
846,1231,Crítico
110,2362,Aceptable
1277,3673,Aceptable
1407,4339,Aceptable
720,1063,Crítico
2270,2916,Crítico
1548,3692,Alerta
2383,4759,Crítico
2096,1864,Crítico
1428,2659,Crítico
1539,1142,Crítico
1621,3103,Crítico
2034,2114,Crítico
846,1200,Crítico
2439,1237,Crítico
333,2690,Aceptable
39,3504,Aceptable
1851,2417,Crítico
1417,1770,Crítico
1170,4211,Aceptable
2152,4779,Alerta
171,2817,Aceptable
73,3782,Aceptable
4,2820,Aceptable
339,4291,Aceptable
290,2738,Aceptable
2450,3892,Crítico
36,3467,Aceptable
1440,3145,Alerta
2128,4088,Crítico
1571,3959,Alerta
1579,1899,Crítico
165,2006,Aceptable
842,2206,Alerta
333,2156,Aceptable
836,3924,Aceptable
724,1620,Alerta
2106,4353,Alerta
608,3662,Aceptable
1879,4980,Alerta
1064,1911,Crítico
1439,4460,Aceptable
1224,1321,Crítico
968,3946,Aceptable
68,4397,Aceptable
1072,4432,Aceptable
2051,2173,Crítico
479,2643,Aceptable
206,2394,Aceptable
1578,2450,Crítico
518,3921,Aceptable
1306,2931,Alerta
2237,1347,Crítico
2027,4119,Alerta
2210,1307,Crítico
1557,1905,Crítico
2407,3380,Crítico
490,4322,Aceptable
648,4766,Aceptable
1146,4538,Aceptable
668,2437,Aceptable
1527,1852,Crítico
1499,1181,Crítico
2012,2646,Crítico
1284,2779,Alerta
466,4644,Aceptable
514,4444,Aceptable
2446,1739,Crítico
723,2519,Aceptable
2288,3079,Crítico
2086,3003,Crítico
380,4970,Aceptable
1739,2409,Crítico
791,3803,Aceptable
736,3886,Aceptable
1910,4596,Alerta
1395,3698,Alerta
441,2737,Aceptable
2138,3203,Crítico
1466,3737,Alerta
2262,1722,Crítico
1639,2386,Crítico
1575,4827,Aceptable
735,4898,Aceptable
1176,1827,Crítico
2455,3461,Crítico
2216,1489,Crítico
1291,4839,Aceptable
2405,1837,Crítico
2435,3465,Crítico
187,4209,Aceptable
1416,4679,Aceptable
222,1465,Aceptable
2192,2467,Crítico
1056,4765,Aceptable
608,2052,Aceptable
219,1579,Aceptable
690,2044,Aceptable
1054,4038,Aceptable
1660,3432,Alerta
1872,2996,Crítico
1007,1245,Crítico
2079,4803,Alerta
2137,3561,Crítico
1115,2412,Alerta
1815,2371,Crítico
277,2333,Aceptable
11,4937,Aceptable
1940,1644,Crítico
2448,4287,Crítico
548,3986,Aceptable
1851,3872,Alerta
866,4967,Aceptable
2407,1605,Crítico
1366,1783,Crítico
1457,1113,Crítico
1347,2539,Crítico
1741,1380,Crítico
1504,1236,Crítico
1006,4404,Aceptable
775,3763,Aceptable
860,2870,Aceptable
382,4095,Aceptable
2440,4195,Crítico
1335,3689,Alerta
1252,1755,Crítico
367,3851,Aceptable
924,3298,Aceptable
2266,2208,Crítico
1182,1508,Crítico
235,3500,Aceptable
1490,4233,Alerta
1197,3811,Aceptable
298,1551,Aceptable
1557,1779,Crítico
348,3252,Aceptable
1342,2485,Crítico
1309,3102,Alerta
289,4253,Aceptable
890,1487,Crítico
144,3277,Aceptable
1920,2647,Crítico
1418,4788,Aceptable
1053,3270,Aceptable
443,2933,Aceptable
2285,1756,Crítico
125,2391,Aceptable
1361,2546,Crítico
775,3440,Aceptable
124,1802,Aceptable
1736,2935,Crítico
196,1409,Aceptable
1612,1455,Crítico
679,1545,Alerta
1164,4238,Aceptable
125,3632,Aceptable
920,2580,Alerta
131,4236,Aceptable
35,4446,Aceptable
2343,4245,Crítico
1390,1343,Crítico
1413,3457,Alerta
2359,4519,Crítico
557,1186,Alerta
1515,4612,Aceptable
476,2858,Aceptable
296,4829,Aceptable
1723,4486,Alerta
2142,1832,Crítico
1077,1782,Crítico
2340,2371,Crítico
1402,3590,Alerta
173,2705,Aceptable
1986,1895,Crítico
1363,4113,Aceptable
858,3225,Aceptable
236,2471,Aceptable
506,4623,Aceptable
1280,1354,Crítico
2051,1431,Crítico
2323,2884,Crítico
806,3815,Aceptable
481,2372,Aceptable
893,4377,Aceptable
804,3357,Aceptable
2046,4270,Alerta
1468,1736,Crítico
1744,3315,Crítico
666,4744,Aceptable
1894,1401,Crítico
1225,2503,Alerta
2062,4364,Alerta
1306,3589,Alerta
